MODEL_NAME,NUM_EPOCHS,NUM_TRAJ,TRAJ_LENGTH,ACTIVATION,HIDDEN_SIZE,BETA,TRAIN_LOSS,TRAIN_AVERAGE_EUCLIDEAN_DISTANCE,VAL_LOSS,VAL_AVERAGE_EUCLIDEAN_DISTANCE,TEST_LOSS,TEST_AVERAGE_EUCLIDEAN_DISTANCE,Lyapunov1,Lyapunov2,Lyapunov3,MIN_SV3,MIN_GRAD_SV3
2026-08-04T14-20-33_tanh_4_11,200,100,5,tanh,4,1,0.0070218,0.1317578,0.0135149,0.1726644,0.005085,0.1106231,0.3662292178843166,-0.0190562088983431,-12.41035473965048,0.7598451096325072,-0.9262725901497454
2026-08-04T14-20-33_tanh_4_12,200,100,5,tanh,4,1,0.0178129,0.192199,0.0207708,0.2233818,0.0130271,0.1760394,0.5058410587268661,-0.0110113032069698,-8.0175044562071,0.7828138765887338,-1.0533711708275166
2026-08-04T14-20-33_tanh_4_13,200,100,5,tanh,4,1,0.0109185,0.1568234,0.0101795,0.1657975,0.010979,0.1650751,-0.0950068368737855,-1.34288266787916,-9.03598939064443,0.7587498793609211,-0.7449271255112588
2026-08-04T14-20-33_tanh_4_14,200,100,5,tanh,4,1,0.0116559,0.1497067,0.0087294,0.1263791,0.015397,0.1623428,-74.25125364562118,-74.28405592376713,-207.66799354323248,0.085752448314569,-1.9475415856837707e-05
2026-08-04T14-20-33_tanh_4_15,200,100,5,tanh,4,1,0.0224353,0.2223835,0.0170017,0.2094976,0.0264673,0.2534918,0.0068015748075487,-0.3037547193023546,-2.3805068511544003,0.8794180150528337,-1.013761841252524
2026-08-04T14-20-33_tanh_4_16,200,100,5,tanh,4,1,0.0049501,0.1048895,0.0073246,0.114553,0.0076353,0.1193584,0.2509991163177257,-0.0174569474596168,-13.139013746321732,0.801676324001642,-0.6014331535814972
2026-08-04T14-20-33_tanh_4_17,200,100,5,tanh,4,1,0.0063744,0.1191838,0.0102546,0.1436118,0.0067868,0.1281441,0.3764750867751992,0.0018244324806935,-12.21144896041882,0.5906303875630466,-2.698016324842399
2026-08-04T14-20-33_tanh_4_18,200,100,5,tanh,4,1,0.0291545,0.2566758,0.0201437,0.2230073,0.0312621,0.282391,0.0001936669802539,-2.5518899394967254,-4.357039230899521,0.7511462489877097,-1.6156155323145072
2026-08-04T14-20-33_tanh_4_19,200,100,5,tanh,4,1,0.033816,0.2615042,0.0222065,0.2123285,0.0195578,0.2233512,-45.20393451980178,-46.06807521972748,-46.9272351046076,0.6576930435623883,-0.9256174369866506
2026-08-04T14-20-33_tanh_4_20,200,100,5,tanh,4,1,0.0063488,0.1117208,0.018908,0.1647633,0.0029969,0.0855998,0.2853183794582012,-0.0166400845040355,-10.938100425230886,0.818649445227311,-0.6552866792185862
2026-08-04T14-20-33_tanh_4_21,200,100,5,tanh,4,1,0.0230178,0.2322205,0.0148928,0.1934047,0.0323909,0.2636701,-3.5929525341518653,-4.795322784905308,-5.49040828128997,0.6981491939858423,-1.7338258828658581e-07
