MODEL_NAME,NUM_EPOCHS,N,NUM_TRAJ,TRAJ_LENGTH,ACTIVATION,HIDDEN_SIZE,BETA,TRAIN_LOSS,TRAIN_AVERAGE_EUCLIDEAN_DISTANCE,VAL_LOSS,VAL_AVERAGE_EUCLIDEAN_DISTANCE,TEST_LOSS,TEST_AVERAGE_EUCLIDEAN_DISTANCE,Lyapunov1,Lyapunov2,Lyapunov3,MIN_SV3,MIN_GRAD_SV3
2026-09-04_21-21-13_beta0.7_randomseed46,20,3,200,5,"Softplus(beta=0.7, threshold=20.0)",16,0.7,1.01e-05,0.0043733,8.1e-06,0.004207,1.02e-05,0.0042683,0.8930939510740771,-0.00418221232571535,-14.324046467951622,0.7999557791048459,-0.29462750530858567
2026-09-04_21-24-58_beta0.7_randomseed47,20,3,200,5,"Softplus(beta=0.7, threshold=20.0)",16,0.7,4.8e-06,0.003253,1.15e-05,0.0044838,4.8e-06,0.0031861,0.9056281440022623,-0.013866452322506533,-14.636744381646125,0.7969948081381942,-0.2905192931166928
2026-09-04_21-28-46_beta0.7_randomseed48,20,3,200,5,"Softplus(beta=0.7, threshold=20.0)",16,0.7,1.16e-05,0.0046554,8.3e-06,0.0041858,1.19e-05,0.0051188,0.8985797034701749,-0.00898027728013538,-14.943445467370495,0.7937659597790785,-0.27041907632298356
2026-09-04_21-32-31_beta0.7_randomseed49,20,3,200,5,"Softplus(beta=0.7, threshold=20.0)",16,0.7,1.49e-05,0.0056232,2.45e-05,0.0069181,1.36e-05,0.0052194,0.8875222900274397,-0.009749890300418411,-13.543333684256021,0.8108676328707036,-0.3157582950864063
2026-09-04_21-36-15_beta1.0_randomseed0,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,1.36e-05,0.0050429,2.56e-05,0.0064021,2.56e-05,0.0064021,0.906974721316464,-0.01339726427267455,-14.815429038336248,0.7979954631260651,-0.2910594184397697
2026-09-04_21-40-00_beta1.0_randomseed1,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,7.1e-06,0.0039169,7.2e-06,0.004068,1.19e-05,0.0044269,0.8979485319961935,-0.008319070542296993,-14.149462143544042,0.8130284882130786,-0.2923586949820578
2026-09-04_21-43-49_beta1.0_randomseed2,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,4.8e-06,0.0030867,5e-06,0.0029072,9.7e-06,0.0038583,0.8968382530701199,-0.01346858893776175,-14.826087234648138,0.792156986170214,-0.27032814328391824
2026-09-04_21-47-38_beta1.0_randomseed3,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,8.2e-06,0.0040863,1.77e-05,0.0050679,8e-06,0.0043415,0.9089940924057391,-0.016011214334350665,-15.004284030894386,0.8021325502556034,-0.25709510772305544
2026-09-04_21-51-23_beta1.0_randomseed4,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,4.9e-06,0.0031227,6.6e-06,0.0036316,4.7e-06,0.0033723,0.9015909745079067,-0.014649034811799026,-14.85700096049143,0.7924786708984136,-0.3465838172142927
2026-09-04_21-55-13_beta1.0_randomseed5,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,8.3e-06,0.0043322,5.34e-05,0.0074579,5.8e-06,0.0038936,0.8819280001182298,-0.00788361578653598,-14.211609856229288,0.8063436947125586,-0.2789510240096182
2026-09-04_21-59-00_beta1.0_randomseed6,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,6e-06,0.0033582,4.9e-06,0.0032676,6.2e-06,0.0037189,0.8907063959393919,-0.012511854022815582,-13.998415304294799,0.8042717865796544,-0.30171421826031
2026-09-04_22-02-48_beta1.0_randomseed7,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,6.8e-06,0.0037476,3.55e-05,0.005043,6.8e-06,0.0038204,0.8937404385947068,-0.010935978837880342,-13.736187571476227,0.8206104685474905,-0.3070072977583638
2026-09-04_22-06-33_beta1.0_randomseed8,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,4.8e-06,0.0031671,5.5e-06,0.0033261,1.41e-05,0.0045382,0.9025890141231464,-0.009972667118527432,-14.061634861995083,0.8101521614461321,-0.34886228985933404
2026-09-04_22-10-22_beta1.0_randomseed9,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,8.2e-06,0.0041136,1.27e-05,0.0047664,6.5e-06,0.0039633,0.9028119020027073,-0.015909740286685087,-14.504419975942188,0.801395292603283,-0.2947433551485456
2026-09-04_22-14-09_beta1.0_randomseed10,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,5.9e-06,0.0036273,7.4e-06,0.0037676,4.3e-06,0.003206,0.8856475087584791,-0.006149606599398973,-14.425970737463041,0.8011401319679783,-0.2964845986823095
2026-09-04_22-17-59_beta1.0_randomseed11,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,9.1e-06,0.0040576,7e-06,0.0040618,5.4e-06,0.0036419,0.9005427810040123,-0.005359031575449463,-14.693824163863752,0.7956144155369631,-0.2884037480934615
2026-09-04_22-21-46_beta1.0_randomseed12,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,6.8e-06,0.003729,1.05e-05,0.0045324,8.1e-06,0.0043098,0.9000579948856468,-0.006469025467264186,-14.732896039817174,0.7956580131610729,-0.2944840048874097
2026-09-04_22-25-35_beta1.0_randomseed13,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,8.1e-06,0.0041165,4e-05,0.0071537,1.41e-05,0.0050918,0.9017633552885599,-0.010736275355576114,-13.981685264532837,0.8149200876734619,-0.35346374590132956
2026-09-04_22-29-20_beta1.0_randomseed14,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,6.8e-06,0.0038091,5.3e-06,0.0035261,1.17e-05,0.0047241,0.890431367877411,-0.00765564754163965,-14.350298316430985,0.8060445772708533,-0.3068227619414888
2026-09-04_22-33-06_beta1.0_randomseed15,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,8.3e-06,0.004206,9e-06,0.0045175,1.19e-05,0.004416,0.8906491568559648,-0.015707117858837757,-14.438638555817533,0.8044339570719099,-0.37502612380003686
2026-09-04_22-36-51_beta1.0_randomseed16,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,8.8e-06,0.0042205,1.05e-05,0.0046579,1.39e-05,0.0047158,0.9007876074794094,-0.01171260152758276,-14.010910439372926,0.8119568201519805,-0.30884498767357443
2026-09-04_22-40-38_beta1.0_randomseed17,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,1.04e-05,0.0046838,7.3e-06,0.0042222,1.29e-05,0.004985,0.8936079868784486,-0.010223572859190382,-14.091030818145418,0.8078394086949097,-0.30829940858016214
2026-09-04_22-44-25_beta1.0_randomseed18,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,4.5e-06,0.0030803,6.8e-06,0.0038861,6.6e-06,0.0037883,0.8961804388808374,-0.009686439324590157,-14.35844138999567,0.8031170003254895,-0.2801082607472205
2026-09-04_22-48-13_beta1.0_randomseed19,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,4.7e-06,0.0028822,8.4e-06,0.003484,5.1e-06,0.0030886,0.8909893315732684,-0.010164691507367273,-14.472083916428264,0.7987704175042323,-0.33106950323127105
2026-09-04_22-52-02_beta1.0_randomseed20,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,5.5e-06,0.0033789,1.28e-05,0.0043101,4.2e-06,0.0031057,0.8990982692764451,-0.0065013272071999615,-14.17461285894213,0.81135418880168,-0.29043802894259785
2026-09-04_22-55-48_beta1.0_randomseed21,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,6.9e-06,0.0037794,1.17e-05,0.0048443,2.84e-05,0.00598,0.8905006377719298,-0.008607551121363232,-14.466904235230711,0.797730581092005,-0.3662418617253038
2026-09-04_22-59-38_beta1.0_randomseed22,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,6.2e-06,0.003685,1.51e-05,0.0048188,1.66e-05,0.0047352,0.905851084434107,-0.013528913579341908,-14.119925452683185,0.8108212826681178,-0.29244835994067236
2026-09-04_23-03-27_beta1.0_randomseed23,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,8.3e-06,0.0040828,6.8e-06,0.0039076,1.76e-05,0.0052638,0.9033543817139849,-0.010041641328222259,-14.235914074345976,0.8159112459982605,-0.3106380546251425
2026-09-04_23-07-13_beta1.0_randomseed24,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,8.6e-06,0.0042171,2.29e-05,0.0053949,6.9e-06,0.0039618,0.8992810394655948,-0.00819496071288372,-14.339550915365814,0.7983403722133378,-0.3065376917765805
2026-09-04_23-10-59_beta1.0_randomseed25,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,5.1e-06,0.003231,4.6e-06,0.0031521,6.2e-06,0.0039658,0.8909601082243451,-0.008501592733773069,-14.092811704939257,0.8096796191830482,-0.29669564351093747
2026-09-04_23-14-47_beta1.0_randomseed26,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,9.6e-06,0.0044271,9.1e-06,0.0044199,1.09e-05,0.0042499,0.8996441735703803,-0.008826704187267238,-14.634966322044576,0.8033479475752777,-0.3514086322475035
2026-09-04_23-18-33_beta1.0_randomseed27,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,6e-06,0.0034904,9.8e-06,0.0034982,7.1e-06,0.0036977,0.9042375339227245,-0.0076019244760427524,-14.672073640647458,0.7989090151618282,-0.26595187542334636
2026-09-04_23-22-21_beta1.0_randomseed28,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,6.1e-06,0.0035755,8.6e-06,0.0039692,1.28e-05,0.0051484,0.8957168895440815,-0.010949351451202538,-14.153987616571873,0.8059884162451715,-0.327989278434056
2026-09-04_23-26-08_beta1.0_randomseed29,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,9e-06,0.0041855,4.6e-06,0.0033405,2.12e-05,0.0057026,0.8950727295313914,-0.008871791922896277,-14.019465239298844,0.8084057080274245,-0.3054376063791043
2026-09-04_23-29-52_beta1.0_randomseed30,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,3.6e-06,0.0028164,3.8e-06,0.002573,3.5e-06,0.002879,0.8991943683556911,-0.011161041075114198,-13.952834496647625,0.8100483780579459,-0.29851294679045015
2026-09-04_23-33-41_beta1.0_randomseed31,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,7.1e-06,0.0038661,1.93e-05,0.0051202,1.18e-05,0.004746,0.9042307339720711,-0.010639095513717377,-14.19932007695638,0.8087448818177745,-0.3136037189709296
2026-09-04_23-37-28_beta1.0_randomseed32,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,3.7e-06,0.0027939,2.5e-06,0.002598,9.5e-06,0.0037786,0.8953631457590221,-0.009152218717122825,-14.35514650539505,0.8015084862410667,-0.28869095106982934
2026-09-04_23-41-13_beta1.0_randomseed33,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,7.6e-06,0.003974,4.04e-05,0.0056612,2.3e-05,0.0052862,0.9029514067089661,-0.014244253493608337,-14.534454949913089,0.8005511079307581,-0.2951300551013958
2026-09-04_23-45-01_beta1.0_randomseed34,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,4.3e-06,0.0027384,5.4e-06,0.0030148,2.13e-05,0.0040875,0.8772989588533362,-0.012714825894697851,-14.339118312194438,0.79873263544914,-0.2813118201063302
2026-09-04_23-48-50_beta1.0_randomseed35,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,6e-06,0.0034806,5.6e-06,0.0035183,3.2e-06,0.0028099,0.90943999226964,-0.012635280730143333,-14.160909976064167,0.8119276916020098,-0.3256815646253064
2026-09-04_23-52-38_beta1.0_randomseed36,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,5.9e-06,0.0036404,4.5e-06,0.0032792,5.2e-06,0.003683,0.8974827588290006,-0.005991942414074022,-14.091573933546996,0.8170898701631527,-0.35820374503133684
2026-09-04_23-56-25_beta1.0_randomseed37,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,1.27e-05,0.0051206,1.79e-05,0.0065361,1.62e-05,0.0060478,0.8929958471481353,-0.0071869832924582756,-14.673513280135941,0.7987327711662844,-0.31855074332443667
2026-09-05_00-00-09_beta1.0_randomseed38,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,9.1e-06,0.0039974,1.72e-05,0.0049574,9.2e-06,0.0041141,0.8804493163679652,-0.013357566778272887,-14.43841609401009,0.7972550628310608,-0.29469890865504667
2026-09-05_00-04-00_beta1.0_randomseed39,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,5.7e-06,0.0034342,5.3e-06,0.003521,4.6e-06,0.0031495,0.9080305896898336,-0.01733824750075269,-14.258531937395375,0.806157751078115,-0.32817254394373824
2026-09-05_00-07-46_beta1.0_randomseed40,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,9.2e-06,0.0043393,8.3e-06,0.0041733,9.7e-06,0.0047708,0.9046716487389622,-0.01087921248708269,-13.694201272356006,0.8127782763202174,-0.37153418282484535
2026-09-05_00-11-32_beta1.0_randomseed41,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,1.14e-05,0.0048233,1.06e-05,0.0050089,1.55e-05,0.0061086,0.8763308065874824,-0.006637842468096461,-13.651546623458433,0.8196431732849018,-0.2901154327255523
2026-09-05_00-15-16_beta1.0_randomseed42,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,5.6e-06,0.0033882,4.1e-06,0.0032417,1.57e-05,0.0044857,0.8934947698031985,-0.008824437865231061,-14.029861073845291,0.8149821893296201,-0.40950849104956505
2026-09-05_00-19-02_beta1.0_randomseed43,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,6.4e-06,0.0035036,1.71e-05,0.0046913,2.22e-05,0.0057839,0.8878393265430733,-0.0045979614474313275,-14.099447225863177,0.8086660146812793,-0.30537201119376467
2026-09-05_00-22-49_beta1.0_randomseed44,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,6.8e-06,0.0036491,1.3e-05,0.0049535,4.8e-06,0.0032975,0.8990581758267762,-0.013133317098313401,-14.255563846224273,0.809722649345068,-0.29541283965197235
2026-09-05_00-26-37_beta1.0_randomseed45,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,7.1e-06,0.0037288,2.2e-05,0.00596,5.6e-06,0.0037026,0.9009984749233709,-0.005867745136925495,-14.072349655312262,0.8093045209494788,-0.3406076164328664
2026-09-05_00-30-24_beta1.0_randomseed46,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,7.1e-06,0.0038624,7.5e-06,0.0041262,7.4e-06,0.003736,0.9092751308328199,-0.016594766165612264,-13.936979767625342,0.8064719841408102,-0.34443891062925613
2026-09-05_00-34-11_beta1.0_randomseed47,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,5.4e-06,0.0034072,1.05e-05,0.0044447,6.1e-06,0.0035782,0.8967943622076804,-0.013529574084816365,-14.120924313293377,0.8097777318112513,-0.3313540656803949
2026-09-05_00-37-58_beta1.0_randomseed48,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,8.2e-06,0.0041018,5.2e-06,0.0036472,7.4e-06,0.0043395,0.8978573478245944,-0.007098856445164307,-14.292106121534237,0.8045735737829991,-0.2891745909121434
2026-09-05_00-41-46_beta1.0_randomseed49,20,3,200,5,"Softplus(beta=1.0, threshold=20.0)",16,1.0,4.9e-06,0.0031343,7.9e-06,0.0035388,4.4e-06,0.0031767,0.888890196983216,-0.007715969803094408,-14.00512907264934,0.8089038223166922,-0.2946201118084391
2026-09-05_00-45-36_beta1.5_randomseed0,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,5.1e-06,0.0031689,7.5e-06,0.0036934,7.5e-06,0.0036934,0.895405491381624,-0.0066637850629347305,-14.754879118609512,0.8115193620113283,-0.35384606973981547
2026-09-05_00-49-24_beta1.5_randomseed1,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,4.1e-06,0.0030688,5.1e-06,0.003225,5.8e-06,0.0029809,0.907863101397405,-0.010596076669578878,-14.624214248960731,0.8146239294237466,-0.28709126824043474
2026-09-05_00-53-15_beta1.5_randomseed2,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,1.47e-05,0.0055288,2.43e-05,0.0059785,5.27e-05,0.007874,0.8771604450008189,-0.012399562349837448,-15.326513428173461,0.7666730020210993,-0.32827022046465265
2026-09-05_00-57-00_beta1.5_randomseed3,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,3.7e-06,0.0028097,6.3e-06,0.0033904,4.9e-06,0.0033528,0.8977089080407253,-0.00966897388722142,-14.986543043491054,0.7999396575133414,-0.4222226995892786
2026-09-05_01-00-47_beta1.5_randomseed4,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,2.6e-06,0.0024113,3.2e-06,0.0024743,4.5e-06,0.002814,0.8957348723083332,-0.015681323506103864,-15.283903143539215,0.7954188735972416,-0.3007141561421073
2026-09-05_01-04-38_beta1.5_randomseed5,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,8.2e-06,0.0043033,9.07e-05,0.0094669,6.1e-06,0.0037857,0.910099380108394,-0.016789759892528837,-14.002144196762723,0.8205578137141218,-0.3433409272664595
2026-09-05_01-08-23_beta1.5_randomseed6,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,2.7e-06,0.0023466,2.5e-06,0.0023354,3.9e-06,0.0029556,0.8821004127161534,-0.004699735492698113,-14.419488997481059,0.8069850993939858,-0.347287383405101
2026-09-05_01-12-13_beta1.5_randomseed7,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,6e-06,0.0035516,2.23e-05,0.0042332,6.2e-06,0.0036578,0.8996096302747489,-0.014585838155750961,-14.121317517532294,0.8181731116862224,-0.38485141206043183
2026-09-05_01-16-00_beta1.5_randomseed8,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,7.7e-06,0.0040451,1.04e-05,0.0047848,2.14e-05,0.0058023,0.9013353058293211,-0.007371702756956219,-13.681654069449394,0.8159673980968869,-0.38775203029147004
2026-09-05_01-19-47_beta1.5_randomseed9,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,7e-06,0.0036512,1.56e-05,0.0052734,6.6e-06,0.0038069,0.902835952946283,-0.013881261904536198,-14.47588345838705,0.8036106729405142,-0.2886844264552624
2026-09-05_01-23-36_beta1.5_randomseed10,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,6.8e-06,0.0036128,9.5e-06,0.0042943,5.7e-06,0.0035463,0.8959874294768806,-0.013662851257580743,-14.818737366962134,0.7992259257456787,-0.317280314570505
2026-09-05_01-27-24_beta1.5_randomseed11,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,2.4e-06,0.0022372,2.5e-06,0.0024824,1.4e-06,0.001871,0.8906864905112869,-0.004588941699350667,-14.654093923020579,0.7956552919134954,-0.301588011446679
2026-09-05_01-31-14_beta1.5_randomseed12,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,6.9e-06,0.0036114,8.8e-06,0.0042103,1.26e-05,0.0047568,0.8988842496968985,-0.017447702213335754,-14.322573439244945,0.8044957958032979,-0.30369262523650686
2026-09-05_01-35-04_beta1.5_randomseed13,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,4.9e-06,0.0031961,1.49e-05,0.0045018,8.8e-06,0.0043081,0.902575687126277,-0.008756865786105211,-14.56458321189307,0.8024967302906048,-0.3127307628955983
2026-09-05_01-38-49_beta1.5_randomseed14,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,3.6e-06,0.0028888,3.7e-06,0.0029046,5.3e-06,0.0033356,0.8739346135126702,-0.003343570828081683,-14.277798313608148,0.807579123875563,-0.3065642620451642
2026-09-05_01-42-39_beta1.5_randomseed15,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,5.8e-06,0.0035767,5.3e-06,0.0034873,8.1e-06,0.0039663,0.8976171789370987,-0.009854748290151455,-14.329277794809116,0.8082567113784365,-0.3332964612674899
2026-09-05_01-46-28_beta1.5_randomseed16,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,4.7e-06,0.0030528,6.7e-06,0.0034964,1.01e-05,0.003685,0.9022168463416975,-0.010989593481606667,-13.846699434243163,0.8068300775702337,-0.32616229521683027
2026-09-05_01-50-17_beta1.5_randomseed17,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,2.9e-06,0.0025094,1.8e-06,0.0021332,5.9e-06,0.002867,0.8843100829242356,-0.004659378487606591,-14.391654654850011,0.8022396507471099,-0.28279225694784693
2026-09-05_01-54-09_beta1.5_randomseed18,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,4.6e-06,0.0030381,3.9e-06,0.0029529,4e-06,0.0028852,0.88646625247721,-0.018390063962685683,-14.531861060221189,0.8070680615357784,-0.3347121832055994
2026-09-05_01-57-55_beta1.5_randomseed19,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,1.7e-06,0.0018666,7.6e-06,0.002508,2.1e-06,0.0019324,0.8868351949434323,-0.001867143245309866,-14.741595666394991,0.7996728143112264,-0.308390027822617
2026-09-05_02-01-46_beta1.5_randomseed20,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,3.3e-06,0.0025673,8.8e-06,0.0034955,3.2e-06,0.002656,0.901720307354538,-0.010640672556391149,-14.3654890406877,0.8121716681874664,-0.29725054659985706
2026-09-05_02-05-36_beta1.5_randomseed21,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,3.5e-06,0.0027159,4.8e-06,0.0029882,7.8e-06,0.003634,0.8987708510128449,-0.01483516633908294,-14.175312107832728,0.8085868816247869,-0.38199303062667445
2026-09-05_02-09-28_beta1.5_randomseed22,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,4.4e-06,0.0030082,7.9e-06,0.0038148,9.5e-06,0.0038332,0.9052562915065565,-0.008793821137370785,-14.202530443143393,0.8074421996750326,-0.34378055409055586
2026-09-05_02-13-18_beta1.5_randomseed23,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,4.3e-06,0.0029848,5.6e-06,0.0036035,1.13e-05,0.0039604,0.8853066593655221,-0.006616300139258546,-14.439228392420393,0.8136205530216559,-0.3087133590227686
2026-09-05_02-17-07_beta1.5_randomseed24,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,5.7e-06,0.0034507,1.63e-05,0.0044554,6.4e-06,0.0038605,0.8873400980696843,-0.003556537752230634,-14.623684588600682,0.8042454304728194,-0.3251624356723237
2026-09-05_02-20-56_beta1.5_randomseed25,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,5.8e-06,0.0033649,5.4e-06,0.0030828,7.6e-06,0.0041924,0.8827139255827989,-0.0148035898394541,-14.78004485526618,0.8029140034951607,-0.32629580826746496
2026-09-05_02-24-45_beta1.5_randomseed26,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,3.1e-06,0.0025619,2.4e-06,0.0024084,3.8e-06,0.0026768,0.8959327702537532,-0.011924079647447402,-14.195618198229255,0.8115089726937302,-0.32063767174374097
2026-09-05_02-28-35_beta1.5_randomseed27,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,2.4e-06,0.0021946,1.5e-06,0.0018467,5.7e-06,0.0030132,0.9044956643892658,-0.009678303524994977,-14.260533675725213,0.8042717477170924,-0.330658818995025
2026-09-05_02-32-26_beta1.5_randomseed28,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,2.9e-06,0.0024614,1.03e-05,0.0033571,5.5e-06,0.0033017,0.8930907887293149,-0.012790720140050574,-14.37467489073442,0.807774565330394,-0.31536488365662363
2026-09-05_02-36-15_beta1.5_randomseed29,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,3.6e-06,0.0026481,2.6e-06,0.0024103,6e-06,0.0032566,0.8880052132161677,-0.009802135924388977,-14.438053034603712,0.8112720518610212,-0.29320459170615765
2026-09-05_02-40-04_beta1.5_randomseed30,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,3e-06,0.0025514,4.3e-06,0.0025664,3.4e-06,0.0028261,0.8938945158339087,-0.010010275750317463,-14.244367496727733,0.8108776745554709,-0.3083112019537321
2026-09-05_02-43-53_beta1.5_randomseed31,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,6.3e-06,0.0036787,1.67e-05,0.0047739,1.02e-05,0.0043138,0.8990023230741715,-0.009932738389507416,-14.136662213959891,0.8170041646534714,-0.25970906853664766
2026-09-05_02-47-41_beta1.5_randomseed32,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,2.4e-06,0.0023461,2.2e-06,0.0023945,7.2e-06,0.0030299,0.8736496156087551,-0.00749631507131855,-14.58627169607214,0.7948044318612744,-0.5207110871091762
2026-09-05_02-51-30_beta1.5_randomseed33,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,4.2e-06,0.0028928,1.37e-05,0.0041405,1.08e-05,0.0040915,0.8941970781028667,-0.008756854920218106,-14.1763763168864,0.8180531393608164,-0.3981902678971644
2026-09-05_02-55-18_beta1.5_randomseed34,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,5e-06,0.0032631,6.4e-06,0.0036524,1.14e-05,0.0037018,0.9040777266760346,-0.009491563657014515,-14.410048978654359,0.8068794550108305,-0.30057961853204745
2026-09-05_02-59-08_beta1.5_randomseed35,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,2.5e-06,0.0023706,2.6e-06,0.0024371,1.7e-06,0.0020896,0.9065432071293005,-0.015037954407243509,-14.5420723026072,0.8118646487055508,-0.3489319376468137
2026-09-05_03-02-57_beta1.5_randomseed36,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,2.4e-06,0.0022776,2.1e-06,0.0021237,4.7e-06,0.0028748,0.9025824869169028,-0.01039556739220084,-14.53469157519469,0.8108007076337185,-0.3488642508145356
2026-09-05_03-06-48_beta1.5_randomseed37,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,4.5e-06,0.0031303,1.11e-05,0.0044244,7.2e-06,0.0038102,0.9018904691394113,-0.015979596549993706,-15.311297848135968,0.7799577642927906,-0.2749650812881743
2026-09-05_03-10-32_beta1.5_randomseed38,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,5.7e-06,0.0034086,1.16e-05,0.0046725,1.08e-05,0.0041983,0.8992306730497033,-0.015258744703884086,-15.353755188459683,0.7924009562564581,-0.8750316191443513
2026-09-05_03-14-19_beta1.5_randomseed39,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,4.1e-06,0.0028708,5e-06,0.0032695,4.9e-06,0.0031502,0.8936560035295175,-0.01018071819794272,-14.06433633965386,0.8103953183250256,-0.3684596096864545
