MODEL_NAME,NUM_EPOCHS,N,NUM_TRAJ,TRAJ_LENGTH,ACTIVATION,HIDDEN_SIZE,BETA,TRAIN_LOSS,TRAIN_AVERAGE_EUCLIDEAN_DISTANCE,VAL_LOSS,VAL_AVERAGE_EUCLIDEAN_DISTANCE,TEST_LOSS,TEST_AVERAGE_EUCLIDEAN_DISTANCE,Lyapunov1,Lyapunov2,Lyapunov3,MIN_SV3,MIN_GRAD_SV3
2026-09-05_03-18-05_beta1.5_randomseed40,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,6.9e-06,0.0036728,6.1e-06,0.0035081,6.8e-06,0.0039349,0.900745361346441,-0.0120734977019567,-13.901717745080521,0.8148357934469809,-0.3838858468727596
2026-09-05_03-21-54_beta1.5_randomseed41,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,5.7e-06,0.0033838,8e-06,0.0042071,9.5e-06,0.0045807,0.8921940887657206,-0.0029803677516051937,-13.8386547872326,0.8220668325786539,-0.2935536978548975
2026-09-05_03-25-41_beta1.5_randomseed42,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,2.7e-06,0.002397,2.9e-06,0.0025172,6.9e-06,0.0031278,0.9038806501639224,-0.013265880009535509,-14.441198827903122,0.8057144388309435,-0.42973806222292243
2026-09-05_03-29-28_beta1.5_randomseed43,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,3.4e-06,0.0025476,2.57e-05,0.0042645,1.14e-05,0.0040054,0.8850620502848006,-0.005657620919205636,-14.676861593650836,0.8022722650916869,-0.33838074463530604
2026-09-05_03-33-17_beta1.5_randomseed44,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,2.4e-06,0.002149,4.4e-06,0.0030246,1.9e-06,0.0020144,0.8925086043681827,-0.005142500368867274,-14.917630387008236,0.8021016578611929,-0.2669017186979711
2026-09-05_03-37-08_beta1.5_randomseed45,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,2.8e-06,0.0024765,1.47e-05,0.0043259,3.2e-06,0.0023864,0.8945009391386742,-0.007211054902285864,-14.166323790652623,0.8117438904626576,-0.41285222870940885
2026-09-05_03-41-00_beta1.5_randomseed46,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,3.5e-06,0.0027548,3.8e-06,0.0028814,4.4e-06,0.0028414,0.8813839263879301,-0.005231552391843215,-14.443630666055572,0.8050787272622735,-0.2704305439865379
2026-09-05_03-44-50_beta1.5_randomseed47,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,5.8e-06,0.0034996,7.5e-06,0.0038584,8.6e-06,0.0038331,0.9000198120432756,-0.007083661389552363,-14.285748296329762,0.8139765921224557,-0.3308052525164884
2026-09-05_03-48-37_beta1.5_randomseed48,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,6.3e-06,0.0034045,3.3e-06,0.0027441,4.3e-06,0.0029661,0.8849767832337052,-0.008673230997665175,-14.156424559012645,0.8036063937134136,-0.372383665947989
2026-09-05_03-52-25_beta1.5_randomseed49,20,3,200,5,"Softplus(beta=1.5, threshold=20.0)",16,1.5,1.9e-06,0.0020106,3.3e-06,0.0024675,2e-06,0.002125,0.8969978211321761,-0.00816074656759712,-14.417840424467169,0.8078447649553512,-0.3400029976588753
2026-09-05_03-56-18_beta2.0_randomseed0,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,3.4e-06,0.0026461,4e-06,0.0026889,4e-06,0.0026889,0.8969001686344192,-0.010173304387235889,-14.891873815212307,0.8029251358245434,-0.422893238732045
2026-09-05_04-00-08_beta2.0_randomseed1,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,2.4e-06,0.0022856,3.5e-06,0.0025837,2.8e-06,0.0020633,0.8910322801173786,-0.007554963109355441,-14.500816426607495,0.8073912282082899,-0.309678098377174
2026-09-05_04-04-00_beta2.0_randomseed2,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,2.4e-06,0.0022066,3.2e-06,0.0023748,9e-06,0.0034364,0.8797626971859049,-0.005300965975697177,-14.409015518231488,0.7795380746660902,-0.29397471398587505
2026-09-05_04-07-49_beta2.0_randomseed3,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,3.6e-06,0.0028026,1.68e-05,0.0041342,5.1e-06,0.0032142,0.903169454550274,-0.009518777761747864,-15.767382971355763,0.787567448006864,-0.35093777514464464
2026-09-05_04-11-35_beta2.0_randomseed4,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,2.8e-06,0.0023017,4.8e-06,0.0030088,4e-06,0.0025154,0.8939977081233467,-0.003925799336083243,-15.401629713725091,0.7928769216284388,-0.2927501827649742
2026-09-05_04-15-21_beta2.0_randomseed5,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,2.6e-06,0.0024017,3.52e-05,0.0061859,2.7e-06,0.0024695,0.9002798274829255,-0.010893709004532195,-14.59194860115656,0.8182649408162481,-0.3446087286720628
2026-09-05_04-19-12_beta2.0_randomseed6,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,7.4e-06,0.0037161,6.2e-06,0.0037338,8.1e-06,0.0039973,0.8869716098475562,-0.008500193016814437,-14.08072034223568,0.8116166564907772,-0.5449135052730097
2026-09-05_04-22-56_beta2.0_randomseed7,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,5e-06,0.0033164,1.3e-05,0.0037911,4.4e-06,0.003389,0.8982484706714324,-0.00929607905454371,-14.797104383755649,0.8027037450188373,-0.5822055804545145
2026-09-05_04-26-42_beta2.0_randomseed8,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,2.4e-06,0.0022266,4e-06,0.0029518,1.65e-05,0.0037032,0.8947885176275427,-0.0040503309220105334,-14.443762960534784,0.7836273674130514,-0.2991976991965323
2026-09-05_04-30-30_beta2.0_randomseed9,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,2.4e-06,0.0023241,3.9e-06,0.0027647,2.4e-06,0.0024138,0.8963377436695568,-0.01019828534697632,-14.57768660829216,0.7978877680445181,-0.2818022841443623
2026-09-05_04-34-20_beta2.0_randomseed10,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,5e-06,0.0033509,5.8e-06,0.0034728,3.8e-06,0.0031159,0.9035861101076611,-0.013957021865746034,-14.811173197347514,0.8059915866289611,-0.31879258244499553
2026-09-05_04-38-10_beta2.0_randomseed11,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,3.1e-06,0.0024537,3.1e-06,0.0025524,2.4e-06,0.0023424,0.8905659695526398,-0.00416856788609795,-14.855255043392171,0.7913507859493503,-0.2882424761625857
2026-09-05_04-41-55_beta2.0_randomseed12,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,5.8e-06,0.0033234,7.6e-06,0.0039233,8.6e-06,0.0042516,0.9025033625698887,-0.012776477495988422,-15.196345093641387,0.787300656877558,-0.3222896211783294
2026-09-05_04-45-40_beta2.0_randomseed13,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,1.1e-06,0.0015784,3.2e-06,0.0021405,1.4e-06,0.0017891,0.8988787375646629,-0.010681282219860885,-13.99741273567481,0.8080069780074777,-0.3091033710515262
2026-09-05_04-49-30_beta2.0_randomseed14,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,1.9e-06,0.0020132,1.1e-06,0.0016142,1.9e-06,0.002075,0.8933974402119033,-0.0068477696586173075,-14.137728144932108,0.8043370884309038,-0.3091214508582885
2026-09-05_04-53-20_beta2.0_randomseed15,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,3.6e-06,0.0027652,4.6e-06,0.0031982,6.4e-06,0.0032467,0.8837145369742994,-0.013309672057738592,-15.189308219182792,0.8022374907527476,-0.8011753318992998
2026-09-05_04-57-07_beta2.0_randomseed16,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,3.2e-06,0.0025548,7.1e-06,0.0033589,4.3e-06,0.0028788,0.9075452000755018,-0.008979844333734398,-14.361850906791403,0.7824483513229291,-0.3673690022076037
2026-09-05_05-00-55_beta2.0_randomseed17,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,4.3e-06,0.0029482,2.6e-06,0.0025812,4.9e-06,0.0029563,0.8928452654139349,-0.009294926792091403,-15.107407930834452,0.7925846227013611,-0.347096125256785
2026-09-05_05-04-43_beta2.0_randomseed18,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,3.9e-06,0.0029053,5.2e-06,0.0034583,3.7e-06,0.0030455,0.8872168964285672,-0.00646885489499559,-15.218820769125424,0.7911912179543358,-0.3044308230810377
2026-09-05_05-08-30_beta2.0_randomseed19,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,3.3e-06,0.0026213,8.8e-06,0.0032371,4.5e-06,0.0029775,0.8816165031527167,-0.006343952748028156,-14.366735099941817,0.7844557737694141,-0.494759977029236
2026-09-05_05-12-16_beta2.0_randomseed20,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,2.6e-06,0.0024801,4.2e-06,0.0030672,2.2e-06,0.0024271,0.9097981231995895,-0.016684492351942345,-14.80802368730248,0.8086701464236168,-0.29634241034403874
2026-09-05_05-16-04_beta2.0_randomseed21,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,2.5e-06,0.002227,4.5e-06,0.0029749,8.6e-06,0.002862,0.8748566002769943,-0.0030179341244867285,-14.290878330924087,0.802170674375265,-0.45604239319482487
2026-09-05_05-19-57_beta2.0_randomseed22,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,2.2e-06,0.0022088,5.6e-06,0.0029965,1.17e-05,0.0034729,0.8984067228350445,-0.007517964033599107,-15.219852353220165,0.7882511038304141,-0.273694714974832
2026-09-05_05-23-45_beta2.0_randomseed23,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,5.8e-06,0.0034966,5.5e-06,0.0037556,1.67e-05,0.0047868,0.892671231505825,-0.00468102778219218,-14.588170575381202,0.8075446001101302,-0.3415251762732619
2026-09-05_05-27-32_beta2.0_randomseed24,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,3.5e-06,0.0027152,8e-06,0.0032857,5.4e-06,0.0035419,0.8892380478935417,-0.00785917696539524,-15.424239404634056,0.7790103273067471,-0.5320984744159297
2026-09-05_05-31-22_beta2.0_randomseed25,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,1.8e-06,0.0019258,2.5e-06,0.00202,1.9e-06,0.0020344,0.905861032808683,-0.011301770693182394,-15.040056680582262,0.7958569572564238,-0.24828136067513323
2026-09-05_05-35-13_beta2.0_randomseed26,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,2.9e-06,0.0023074,2.6e-06,0.0023521,4.8e-06,0.0028388,0.9023298700439011,-0.01320296101762509,-14.400576101000159,0.7964125377738014,-0.3811559778907031
2026-09-05_05-38-59_beta2.0_randomseed27,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,4.6e-06,0.0031801,6.6e-06,0.003553,1.59e-05,0.0042177,0.9003865113529251,-0.013337697262845543,-14.435851718661045,0.8069368711324033,-0.36541560685598223
2026-09-05_05-42-44_beta2.0_randomseed28,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,4.3e-06,0.0030428,1.42e-05,0.0038943,1.05e-05,0.0043922,0.906351923295485,-0.011851860555827801,-15.062002451359287,0.8031287820168339,-0.27831366547520386
2026-09-05_05-46-30_beta2.0_randomseed29,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,2.7e-06,0.0023761,2.4e-06,0.0022745,6.8e-06,0.0037623,0.90244075372898,-0.007274650613497224,-15.15635942455631,0.7983232090522806,-0.27023040671248166
2026-09-05_05-50-20_beta2.0_randomseed30,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,3e-06,0.0024813,2.2e-06,0.0023252,2.6e-06,0.0024129,0.9037058865872301,-0.010217300832746008,-15.026167393584682,0.7969156353034373,-0.48604089478786483
2026-09-05_05-54-08_beta2.0_randomseed31,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,2.3e-06,0.0022862,6e-06,0.0028914,3e-06,0.0025709,0.8978748745580643,-0.015553112253423373,-14.915836802169371,0.8043133524242826,-0.24342422944463865
2026-09-05_05-58-00_beta2.0_randomseed32,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,5.9e-06,0.0036308,4.2e-06,0.0033023,2.19e-05,0.0053931,0.8599970408764788,-0.005356864495964034,-14.915280708435688,0.7840992804061278,-0.6899591151267849
2026-09-05_06-01-46_beta2.0_randomseed33,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,2.7e-06,0.0024351,1.01e-05,0.0031908,5.3e-06,0.0032634,0.8978312838845872,-0.01743364224181205,-14.907480965782081,0.8045826720097521,-0.449980585005742
2026-09-05_06-05-33_beta2.0_randomseed34,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,2.8e-06,0.0023758,4.1e-06,0.0028999,1.28e-05,0.0031275,0.8944126751093637,-0.010166842295595845,-15.507370706551239,0.7933928577292881,-0.25610313488170555
2026-09-05_06-09-21_beta2.0_randomseed35,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,1.6e-06,0.0017625,1.9e-06,0.0021075,1.3e-06,0.0017333,0.9053882409785794,-0.012119664502974073,-14.971910289904875,0.7988390210963223,-0.3894745305415248
2026-09-05_06-13-08_beta2.0_randomseed36,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,2.4e-06,0.0022646,2e-06,0.0022308,6.4e-06,0.0029867,0.9070805874428662,-0.013639297866708616,-14.957949394476056,0.7984408043880875,-0.36249761725759944
2026-09-05_06-16-57_beta2.0_randomseed37,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,2.2e-06,0.0021282,3.5e-06,0.0026512,3.1e-06,0.002514,0.9027620844242564,-0.011164055360227996,-15.362818600585857,0.7652120408877757,-0.2699931013646667
2026-09-05_06-20-45_beta2.0_randomseed38,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,5.5e-06,0.0032732,1.69e-05,0.0047565,1.12e-05,0.0042717,0.9009385164140149,-0.014994845635691173,-15.133411792100578,0.7814714252244979,-1.1210286420351425
2026-09-05_06-24-31_beta2.0_randomseed39,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,2.3e-06,0.0022838,2.6e-06,0.0024793,2.1e-06,0.0020643,0.9067264394689655,-0.011178510274716068,-14.866427256783131,0.789447210309447,-0.38732005501335653
2026-09-05_06-28-18_beta2.0_randomseed40,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,6e-06,0.0036144,5.3e-06,0.0035244,3.5e-06,0.0028001,0.9052444116270948,-0.012696272351471643,-14.780434767392236,0.7890017518475823,-0.6236939762688871
2026-09-05_06-32-05_beta2.0_randomseed41,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,3.5e-06,0.0027525,2.9e-06,0.0026194,5e-06,0.0033396,0.9016515932948295,-0.00901705989264697,-14.620251395338192,0.8035599269758229,-0.33830425149405147
2026-09-05_06-35-51_beta2.0_randomseed42,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,2.2e-06,0.0021231,2.2e-06,0.0021623,7.6e-06,0.0032264,0.9032958589771832,-0.01403219259607472,-14.8291556422692,0.7803154177829634,-0.41611922967847714
2026-09-05_06-39-39_beta2.0_randomseed43,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,4.6e-06,0.0028455,2.43e-05,0.0039154,1.3e-05,0.0044151,0.8052259637797416,-0.0037500853608079614,-14.845091637829913,0.7817541838846653,-0.36985504309297257
2026-09-05_06-43-26_beta2.0_randomseed44,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,5e-06,0.0030137,8.3e-06,0.0035032,4.4e-06,0.0028327,0.8880890002527563,-0.009822788262729127,-14.67779883015381,0.7958414335674912,-0.38752757710869057
2026-09-05_06-47-14_beta2.0_randomseed45,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,2.9e-06,0.0023096,1.34e-05,0.0040488,5.4e-06,0.0026673,0.8907844364150957,-0.003912271617561474,-14.502899679475718,0.8112977302406025,-0.38346169900162985
2026-09-05_06-51-05_beta2.0_randomseed46,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,2.2e-06,0.0022601,1.7e-06,0.0020992,3.7e-06,0.002762,0.9041322069868418,-0.01618986754978297,-14.878567634702232,0.7917779953899078,-0.28230398673681767
2026-09-05_06-54-56_beta2.0_randomseed47,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,1.4e-06,0.0017447,2e-06,0.0021172,1.7e-06,0.0016973,0.8998437613242579,-0.015463112365975806,-14.796711529391132,0.8003695689347327,-0.27243443176915405
2026-09-05_06-58-46_beta2.0_randomseed48,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,4.3e-06,0.0029419,3.3e-06,0.0028847,3.2e-06,0.0028505,0.8855956558258334,-0.006392973160468529,-14.591307675866446,0.8013946143561632,-0.2801299833302928
2026-09-05_07-02-35_beta2.0_randomseed49,20,3,200,5,"Softplus(beta=2.0, threshold=20.0)",16,2.0,4.5e-06,0.0031527,8.3e-06,0.0039129,5.9e-06,0.0036742,0.9006323915915548,-0.01262570874794256,-14.53392209803998,0.8140541357647073,-0.3971466816749436
2026-09-05_07-06-23_beta5.0_randomseed0,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,3.7e-06,0.0027455,1.46e-05,0.0041589,1.46e-05,0.0041589,0.9007691510997178,-0.008612031999375835,-16.773680247024437,0.5410568195425265,-2.5550038657108933
2026-09-05_07-10-11_beta5.0_randomseed1,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,7.2e-06,0.0039627,1.1e-05,0.0045171,1.12e-05,0.0040898,0.8919929169890389,-0.005540455326542251,-14.098702517199303,0.7948588774099001,-0.3429022912871865
2026-09-05_07-13-59_beta5.0_randomseed2,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,2.8e-06,0.0023972,6.1e-06,0.0030546,1.16e-05,0.0038718,0.8715598302686116,-0.00410574651346164,-15.562314015413488,0.7689865769643861,-0.4545767730720767
2026-09-05_07-17-53_beta5.0_randomseed3,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,4.5e-06,0.0029866,9.8e-06,0.0036972,1.11e-05,0.0040714,0.9107345869331974,-0.008869854216671809,-15.995900533144404,0.7546944563696221,-1.0526848209310518
2026-09-05_07-21-41_beta5.0_randomseed4,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,4.1e-06,0.0028524,8.9e-06,0.0038726,5.3e-06,0.0031367,0.8948557501142004,-0.009409757475811173,-16.138363028280544,0.7322085932120623,-1.3398045931529372
2026-09-05_07-25-34_beta5.0_randomseed5,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,3.3e-06,0.0026474,8.77e-05,0.0079111,2.4e-06,0.0025006,0.8987076956296411,-0.010894782658607148,-13.646827983203911,0.790861361176171,-0.4055609220672607
2026-09-05_07-29-23_beta5.0_randomseed6,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,4e-06,0.0028006,3.3e-06,0.0026987,6.4e-06,0.0028843,0.8915279039008377,-0.005581323815994016,-14.850104703290478,0.7677812072367839,-0.4444680653403344
2026-09-05_07-33-12_beta5.0_randomseed7,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,2.3e-06,0.0021418,2.98e-05,0.0033973,1.6e-06,0.0019416,0.8865810287201026,-0.01254902905098806,-15.201485197160812,0.7104037562723091,-0.7560821404726009
2026-09-05_07-37-07_beta5.0_randomseed8,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,3.3e-06,0.0027328,4.9e-06,0.0031385,1.3e-05,0.0041332,0.8947602720979353,-0.00581828969331636,-13.91083255976272,0.7837635749571289,-0.3648821245702427
2026-09-05_07-41-01_beta5.0_randomseed9,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,3.5e-06,0.0026782,1.08e-05,0.0038088,3e-06,0.0026462,0.8957020497492758,-0.013398079768736906,-16.2955276988925,0.7611586474725135,-0.3004337944358676
2026-09-05_07-44-53_beta5.0_randomseed10,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,2e-06,0.0020471,2.4e-06,0.0023939,1.8e-06,0.0020818,0.9015654388928078,-0.013099327939262492,-15.944387608260977,0.69012047601181,-0.5110808291846357
2026-09-05_07-48-52_beta5.0_randomseed11,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,5.4e-06,0.0033902,4.5e-06,0.0034159,4.5e-06,0.0033503,0.8895668790964685,-0.008612207726065434,-16.272996493963447,0.7529909347798063,-1.1512784935701563
2026-09-05_07-52-43_beta5.0_randomseed12,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,4.9e-06,0.0031095,7e-06,0.0038328,7.1e-06,0.0037632,0.8932970948664689,-0.00879330516264206,-15.386888505802863,0.7343903214942545,-0.9419475175178581
2026-09-05_07-56-30_beta5.0_randomseed13,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,1.5e-06,0.0017816,3.3e-06,0.0023866,1.6e-06,0.001818,0.9001833959586654,-0.011402653723782116,-14.446058888429892,0.795098100958086,-0.3199574445576075
2026-09-05_08-00-20_beta5.0_randomseed14,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,5.7e-06,0.003486,5e-06,0.0031864,7.2e-06,0.0040153,0.892394953474929,-0.011206783278394939,-16.60775930968231,0.6831037926961455,-1.3853103017649004
2026-09-05_08-04-11_beta5.0_randomseed15,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,3.8e-06,0.0028008,4.4e-06,0.0032949,6e-06,0.003388,0.8996235684559799,-0.010534517342960051,-15.664777512833968,0.6643131022067703,-1.9585597791668015
2026-09-05_08-08-02_beta5.0_randomseed16,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,3.3e-06,0.0026559,5.2e-06,0.0030435,5.6e-06,0.0031573,0.8998829906588938,-0.01001481708210754,-14.74339837479143,0.7627864323781209,-0.7224733053634702
2026-09-05_08-11-54_beta5.0_randomseed17,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,8e-06,0.0040679,6.6e-06,0.0039981,1.27e-05,0.0048916,0.8840967652519881,-0.011256273271186688,-16.21036311989908,0.7716566443270619,-0.3804106200707674
2026-09-05_08-15-45_beta5.0_randomseed18,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,2.3e-06,0.0020267,1.6e-06,0.0020525,1.7e-06,0.0020768,0.8918532961578176,-0.013194448020507999,-15.642396085642712,0.7827264615548215,-0.2872214850484739
2026-09-06_14-10-36_beta5.0_randomseed19,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,1.5e-06,0.0016798,6.6e-06,0.0027934,2.2e-06,0.0018992,0.8967443709561789,-0.010565044467945902,-13.74109411453984,0.8004129727630687,-0.40385809217050816
2026-09-06_14-20-14_beta5.0_randomseed20,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,2.3e-06,0.0022346,8.8e-06,0.0030752,1.6e-06,0.002004,0.9005541902667511,-0.015408444922618697,-16.533208143618275,0.734002716345733,-0.46745845976719497
2026-09-06_14-29-55_beta5.0_randomseed21,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,6.4e-06,0.0035034,8.1e-06,0.0040308,1.7e-05,0.0049423,0.8708840346912815,-0.012039946374223712,-15.333248920041541,0.7759365825606677,-0.40753527949929313
2026-09-06_14-39-48_beta5.0_randomseed22,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,2.4e-06,0.0022344,5.3e-06,0.0030564,7.4e-06,0.0031374,0.903476650751332,-0.016727171480748745,-15.724406307987275,0.7767575551989689,-0.7345881663588495
2026-09-06_14-49-41_beta5.0_randomseed23,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,4.6e-06,0.0030446,6.1e-06,0.0036752,1.21e-05,0.0045537,0.8914836371690982,-0.007979371336543587,-14.761380124285154,0.778779811076623,-0.37405213976817286
2026-09-06_14-59-32_beta5.0_randomseed24,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,3e-06,0.0024699,8.4e-06,0.0032858,4.3e-06,0.0029876,0.8944651391082727,-0.008865060084292994,-15.264991954594516,0.7491295126030744,-0.6696389871240915
2026-09-06_15-09-18_beta5.0_randomseed25,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,4.2e-06,0.0028065,3.5e-06,0.0024527,3.7e-06,0.0029606,0.9181594120059768,-0.015352976042245234,-15.93278166653288,0.7160916788390188,-1.338602586528299
2026-09-06_15-23-05_beta5.0_randomseed26,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,2.7e-06,0.0024182,1.8e-06,0.0021042,6.1e-06,0.0030432,0.8966146847859395,-0.008449524936162547,-15.495036770151497,0.7728919864119193,-0.35416837634084325
2026-09-06_15-32-28_beta5.0_randomseed27,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,1.7e-06,0.0018802,2.2e-06,0.0019111,3.1e-06,0.00227,0.8981919142631913,-0.005491178171064169,-14.243020444389046,0.800028833111349,-0.27439709108245725
2026-09-06_15-41-57_beta5.0_randomseed28,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,5.4e-06,0.0034631,1.7e-05,0.0049357,1.8e-05,0.0060816,0.8922756722252017,-0.012291292039532487,-15.430648314018407,0.7954661463228161,-0.3374789936862543
2026-09-06_15-51-45_beta5.0_randomseed29,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,4e-06,0.0029064,4e-06,0.0030857,5.4e-06,0.0032789,0.8983299059269421,-0.004878037729971802,-14.247670811002646,0.8136258343856321,-0.339567493573859
2026-09-06_16-01-48_beta5.0_randomseed30,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,6.2e-06,0.0037029,1.11e-05,0.0040795,6.2e-06,0.0038354,0.8593565049934779,-0.011233396532148042,-14.418616428362068,0.7894656280238465,-0.40436308264653
2026-09-06_16-11-31_beta5.0_randomseed31,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,3.1e-06,0.0025428,2.64e-05,0.0044786,5.5e-06,0.0030563,0.8942856768389597,-0.007049629994945161,-14.987671240168535,0.7821433185893469,-0.5448171691163751
2026-09-06_16-21-23_beta5.0_randomseed32,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,9e-07,0.0014233,8e-07,0.001369,2.5e-06,0.0017074,0.8987269119615607,-0.012403286245498637,-14.18297952095567,0.7921650042230511,-0.31508809021716766
2026-09-06_16-31-26_beta5.0_randomseed33,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,3.4e-06,0.002757,4.86e-05,0.0051533,1.24e-05,0.0035746,0.902321424401519,-0.009439227476489193,-15.234835513321263,0.7190102989521268,-0.7523121468531325
